ID number,Biggest_Challenge,Inflation_Challenge,Unemployment_Challenge,NHS_Challenge,Education_Challenge,Security_Challenge,Tax_Challenge,Crime_Challenge,ClimateChange_Challenge,Energy_Challenge,Energy_thought,Renewable_thought,Lights_on,Boil_kettle,Wash_clothes,Room_temp,Heat_on,Glazing,Biomass_boiler,Air_source_heat_pump,Ground_source_heat_pump,Solar_thermal,Rep_old_boiler,Smart_meter,Electric_car,Renew_Econ_benefit,Renew_energy_dev,Renew_energy_dev_comm,Support_wind_onshore,Support_biomass,Support_wind_offshore,Support_waveTidal,Support_solar,Nuclear_ClimateChange,Nuclear_afford_energy,Nuclear_Economic,Nuclear_benefit_risk,CCS,Energy_Bill_cost,Food_Cost,Transport_costs,Mortgage_Rent_costs,ClimChange_concerns,ClimChange_cause,Future_energy_price,Future_power_cuts,Future_fossilfuel_supply,Future_energy_dependence,Future_altEnergy_invest,Future_altEnergy_dev,Energy_source_mix,Property_type ,Heating_method_prim,Number_Adults,Number_people,Children,Gender,Tenure ,Working_status,Age,Area,Income
1235,Unemployment,No,Yes,No,No,No,Yes,No,No,Yes,A fair amount,Support,Occasionally,Always ,Very often,Never,Occasionally,No,Haven't thought about doing this ,Haven't thought about doing this,Haven't thought about doing this ,Haven't thought about doing this ,Haven't thought about doing this ,"Yes, I have heard of smart meters but I do not have one",I haven't really thought about buying an electric car or van,Slightly agree,Strongly agree,Slightly agree,Support,Strongly support,Support,Support,Support,Slightly disagree,Neither agree nor disagree,Slightly disagree,The benefits and risks are about the same,Aware of it but don't really know what it is ,Not very worried,Not very worried,Not very worried,Not very worried,Fairly concerned,Climate change is mainly caused by human activity,Very concerned,Not very concerned,Fairly concerned,Not very concerned,Fairly concerned,Very concerned,Slightly agree,Terrace Property,Gas,3,5,Child,Female,Being bought on mortgage,Full time education,16-24,Urban,NA
1236,Unemployment,Yes,Yes,No,No,No,No,No,No,Yes,A fair amount,Strongly support,Quite often ,Very often,Never,Always ,Occasionally,Yes,Haven't thought about doing this ,Haven't thought about doing this,Haven't thought about doing this ,Haven't thought about doing this ,Thinking about doing this ,"Yes, I have heard of smart meters but I do not have one",I haven't really thought about buying an electric car or van,Slightly agree,Neither agree nor disagree,Strongly agree,Support,Support,Support,Support,Support,Slightly disagree,Slightly disagree,Slightly disagree,The risks far outweigh the benefits ,Aware of it but don't really know what it is ,Not very worried,Not very worried,Not very worried,Not very worried,Very concerned,Climate change is mainly caused by human activity,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Strongly agree,Flat or Maisonette,Gas,2,2,No child,Male,Being bought on mortgage,Full time,55-64,Urban,15999
1237,Don't know,No,No,No,No,No,No,No,No,No,Not very much,Neither support nor oppose,Very often,Always ,Never,Occasionally,Very often,No,Haven't thought about doing this ,Haven't thought about doing this,Haven't thought about doing this ,Haven't thought about doing this ,Haven't thought about doing this ,No - I have never heard of them,I have never heard of electric cars or vans,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,The benefits and risks are about the same,Aware of it but don't really know what it is ,Not very worried,Don't know,Not very worried,Not very worried,Not at all concerned,Don't know,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Neither agree nor disagree,Terrace Property,Gas,2,5,Child,Female,Rented from local authority,Not working not looking,16-24,Urban,NA
1238,National Health Service,No,Yes,Yes,No,No,No,No,No,Yes,A lot,Strongly support,Never,Never,Always ,Quite often ,Never,No,Don't want to\probably won't do this ,Haven't heard of this ,Haven't heard of this ,Thinking about doing this,Don't want to\probably won't do this ,No - I have never heard of them,I haven't really thought about buying an electric car or van,Slightly agree,Strongly agree,Slightly agree,Strongly support,Strongly oppose ,Strongly support,Strongly support,Strongly support,Strongly disagree,Strongly disagree,Strongly disagree,The risks far outweigh the benefits ,Aware of it but don't really know what it is ,Not very worried,Fairly worried,Very worried,Not very worried,Fairly concerned,Climate change is entirely caused by human activity,Very concerned,Not very concerned,Very concerned,Very concerned,Fairly concerned,Fairly concerned,Slightly disagree,Detached Property,Gas,2,2,No child,Male,Rented from private landlord,Retired,55-64,Urban,15999
1239,Climate change,No,No,Yes,No,No,Yes,No,Yes,No,A fair amount,Strongly support,Never,Occasionally,Never,Very often,Occasionally,No,Haven't thought about doing this ,Not my decision to make because I'm renting the property,Haven't heard of this ,Not my decision to make because I'm renting the property,Not my decision to make because I'm renting the property,No - I have never heard of them,"I am thinking about buying an electric car or van, but I haven't thought about when I will buy it",Slightly agree,Slightly agree,Slightly agree,Support,Strongly support,Strongly support,Strongly support,Strongly support,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,The benefits slightly outweigh the risks ,Aware of it but don't really know what it is ,Not very worried,Not very worried,Not very worried,Not very worried,Very concerned,Climate change is entirely caused by human activity,Very concerned,Fairly concerned,Fairly concerned,Fairly concerned,Very concerned,Very concerned,Strongly agree,Flat or Maisonette,Gas,2,2,No child,Female,Rented from private landlord,Full time,25-34,Urban,35000
1240,Unemployment,Yes,Yes,No,No,No,Yes,No,No,No,A fair amount,Strongly support,Never,Never,Quite often ,Always ,Never,Yes,Haven't heard of this,Haven't heard of this ,Haven't thought about doing this ,Haven't thought about doing this ,Not Applicable,No - I have never heard of them,I haven't really thought about buying an electric car or van,Slightly disagree,Strongly disagree,Slightly agree,Oppose ,Neither support nor oppose,Strongly support,Strongly support,Strongly support,Strongly disagree,Strongly disagree,Strongly disagree,The risks far outweigh the benefits ,Aware of it but don't really know what it is ,Not very worried,Not very worried,Not very worried,Not very worried,Not very concerned,Climate change is entirely caused by natural processes,Fairly concerned,Not very concerned,Not at all concerned,Fairly concerned,Not very concerned,Not very concerned,Strongly agree,Flat or Maisonette,Electric,1,1,No child,Female,Rented from local authority,Not working Looking,45-54,Urban,15999
1241,Inflation\rising prices,Yes,Yes,No,No,No,Yes,No,No,No,A fair amount,Strongly support,Never,Quite often ,Quite often ,Always ,Very often,Yes,Haven't thought about doing this ,Haven't thought about doing this,Haven't thought about doing this ,Not Applicable,Thinking about doing this ,No - I have never heard of them,"I am thinking about buying an electric car or van, but I haven't thought about when I will buy it",Slightly agree,Neither agree nor disagree,Slightly agree,Strongly support,Support,Strongly support,Strongly support,Support,Strongly disagree,Slightly disagree,Strongly disagree,The risks far outweigh the benefits ,Aware of it but don't really know what it is ,Not very worried,Not very worried,Not very worried,Not at all worried,Fairly concerned,Climate change is partly caused by natural processes and partly caused by human activity,Fairly concerned,Fairly concerned,Not very concerned,Not very concerned,Fairly concerned,Fairly concerned,Strongly agree,Semi Detached Property,Gas,2,2,No child,Female,Owned outright by household,Retired,65,Rural,25000
1242,Unemployment,No,Yes,No,No,No,Yes,Yes,No,No,Not very much,Support,Never,Occasionally,Occasionally,Never,Quite often ,No,Haven't heard of this,Haven't heard of this ,Haven't heard of this ,Haven't thought about doing this ,Thinking about doing this ,No - I have never heard of them,I haven't really thought about buying an electric car or van,Strongly agree,Strongly agree,Strongly agree,Support,Support,Support,Support,Support,Slightly disagree,Slightly disagree,Slightly disagree,The risks far outweigh the benefits ,Aware of it but don't really know what it is ,Not very worried,Fairly worried,Fairly worried,Not very worried,Fairly concerned,Climate change is mainly caused by human activity,Not very concerned,Not very concerned,Fairly concerned,Very concerned,Not very concerned,Fairly concerned,Slightly agree,Flat or Maisonette,Gas,2,4,Child,Male,Being bought on mortgage,Full time,35-44,Urban,50000
1243,Level of taxation,No,Yes,No,Yes,No,Yes,No,No,No,A fair amount,Support,Occasionally,Always ,Never,Always ,Never,Yes,Don't want to\probably won't do this ,Not Applicable,Not Applicable,Not Applicable,Already done\ have this ,"Yes, I have a smart meter","I am thinking about buying an electric car or van, but I haven't thought about when I will buy it",Slightly disagree,Strongly disagree,Neither agree nor disagree,Strongly oppose ,Neither support nor oppose,Strongly oppose ,Strongly support,Strongly support,Don't know,Strongly agree,Slightly agree,The benefits slightly outweigh the risks ,Aware of it but don't really know what it is ,Not very worried,Not at all worried,Not very worried,Not very worried,Not very concerned,Climate change is mainly caused by natural processes,Not at all concerned,Not at all concerned,Not very concerned,Not at all concerned,Not at all concerned,Not at all concerned,Strongly agree,Flat or Maisonette,Gas,1,1,No child,Male,Other,Not working not looking,65,Urban,15999
1244,Unemployment,No,Yes,No,Yes,No,No,Yes,No,No,A lot,Support,Occasionally,Occasionally,Always ,Always ,Occasionally,Yes,Haven't heard of this,Haven't heard of this ,Not my decision to make because I'm renting the property,Thinking about doing this,Haven't thought about doing this ,No - I have never heard of them,I haven't really thought about buying an electric car or van,Slightly agree,Slightly agree,Slightly agree,Support,Support,Support,Support,Support,Slightly disagree,Slightly disagree,Slightly disagree,The risks slightly outweigh the benefits,Aware of it but don't really know what it is ,Not very worried,Not very worried,Not very worried,Not applicable,Very concerned,Climate change is partly caused by natural processes and partly caused by human activity,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Slightly agree,Flat or Maisonette,Gas,1,1,No child,Male,Rented from local authority,Retired,55-64,Urban,20000
1245,Unemployment,No,Yes,No,No,No,Yes,Yes,No,No,Not very much,Support,Occasionally,Always ,Occasionally,Never,Very often,Yes,Haven't heard of this,Haven't thought about doing this,Haven't thought about doing this ,Haven't thought about doing this ,Already done\ have this ,No - I have never heard of them,Don't know,Neither agree nor disagree,Slightly disagree,Strongly agree,Strongly support,Neither support nor oppose,Support,Strongly support,Strongly support,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Don't know,Aware of it but don't really know what it is ,Not very worried,Not very worried,Not very worried,Not very worried,Not very concerned,Climate change is partly caused by natural processes and partly caused by human activity,Very concerned,Very concerned,Fairly concerned,Very concerned,Fairly concerned,Very concerned,Strongly agree,Flat or Maisonette,Gas,1,1,No child,Female,Owned outright by household,Retired,65,Urban,NA
1246,National Health Service,No,Yes,Yes,No,Yes,No,No,No,No,A fair amount,Support,Never,Quite often ,Always ,Very often,Always ,No,Not my decision to make because I'm renting the property,Not my decision to make because I'm renting the property,Not my decision to make because I'm renting the property,Not my decision to make because I'm renting the property,Not my decision to make because I'm renting the property,No - I have never heard of them,"I am thinking about buying an electric car or van, but I haven't thought about when I will buy it",Slightly agree,Slightly agree,Slightly agree,Neither support nor oppose,Support,Support,Support,Support,Neither agree nor disagree,Slightly agree,Slightly agree,The benefits slightly outweigh the risks ,Aware of it but don't really know what it is ,Not very worried,Fairly worried,Very worried,Not at all worried,Fairly concerned,Climate change is mainly caused by human activity,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Slightly agree,Detached Property,Electric,1,1,No child,Male,Rented from private landlord,Not working not looking,45-54,Urban,15999
